Date,Open,High,Low,Close,Adj Close,Volume
2022-12-05,14.140000343322754,14.34000015258789,13.380000114440918,13.529999732971191,13.529999732971191,92779200
2022-12-12,13.489999771118164,14.739999771118164,12.59000015258789,12.8100004196167,12.8100004196167,161246900
2022-12-19,12.850000381469727,13.220000267028809,12.229999542236328,12.710000038146973,12.710000038146973,114571200
2022-12-26,12.619999885559082,12.829999923706055,12.25,12.720000267028809,12.720000267028809,78057700
2023-01-02,12.90999984741211,14.25,12.529999732971191,14.180000305175781,14.180000305175781,113148600
2023-01-09,14.25,17.06999969482422,14.229999542236328,17.020000457763672,17.020000457763672,238540900
2023-01-16,16.899999618530273,17.639999389648438,16.010000228881836,16.34000015258789,16.34000015258789,130346200
2023-01-23,16.389999389648438,16.809999465942383,15.729999542236328,16.43000030517578,16.43000030517578,152926900
2023-01-30,16.290000915527344,17.31999969482422,15.90999984741211,17.020000457763672,17.020000457763672,124038600
2023-02-06,16.8799991607666,17.440000534057617,16.139999389648438,16.280000686645508,16.280000686645508,90937200
2023-02-13,16.25,16.850000381469727,16.149999618530273,16.360000610351562,16.360000610351562,82550900
2023-02-20,16.059999465942383,16.200000762939453,15.359999656677246,15.5600004196167,15.5600004196167,92801700
2023-02-27,15.739999771118164,16.549999237060547,15.529999732971191,16.360000610351562,16.360000610351562,68940400
2023-03-06,16.469999313354492,16.799999237060547,15.109999656677246,15.460000038146973,15.460000038146973,88640900
2023-03-13,15.020000457763672,15.319999694824219,13.510000228881836,13.979999542236328,13.979999542236328,165471000
2023-03-20,14.020000457763672,14.539999961853027,13.359999656677246,13.720000267028809,13.720000267028809,112147600
2023-03-27,13.960000038146973,14.760000228881836,13.710000038146973,14.75,14.75,70608900
2023-04-03,14.520000457763672,14.619999885559082,13.699999809265137,14.010000228881836,14.010000228881836,63721800
2023-04-10,13.979999542236328,14.510000228881836,12.729999542236328,12.789999961853027,12.789999961853027,208236800
2023-04-17,12.859999656677246,13.699999809265137,12.800000190734863,13.399999618530273,13.399999618530273,123377200
2023-04-24,13.420000076293945,13.699999809265137,12.649999618530273,13.640000343322754,13.640000343322754,185496000
2023-05-01,13.600000381469727,14.039999961853027,13.350000381469727,13.869999885559082,13.869999885559082,116009000
2023-05-08,14.34000015258789,14.699999809265137,13.869999885559082,14.020000457763672,14.020000457763672,109495800
2023-05-15,14.039999961853027,15.09000015258789,13.920000076293945,14.819999694824219,14.819999694824219,109678200
2023-05-22,14.920000076293945,14.979999542236328,13.550000190734863,14.350000381469727,14.350000381469727,134722100
2023-05-29,14.4399995803833,15.109999656677246,14.420000076293945,14.869999885559082,14.869999885559082,104488200
2023-06-05,14.869999885559082,15.670000076293945,14.680000305175781,15.569999694824219,15.569999694824219,93935700
2023-06-12,15.739999771118164,16.719999313354492,15.729999542236328,16.479999542236328,16.479999542236328,113030200
2023-06-19,16.3799991607666,16.43000030517578,15.920000076293945,16.260000228881836,16.260000228881836,73570600
2023-06-26,16.149999618530273,17.989999771118164,16.110000610351562,17.940000534057617,17.940000534057617,127126800
2023-07-03,17.860000610351562,18.549999237060547,17.670000076293945,18.350000381469727,18.350000381469727,79939500
2023-07-10,18.31999969482422,19.079999923706055,17.959999084472656,18.139999389648438,18.139999389648438,122298400
2023-07-17,18.040000915527344,18.799999237060547,17.100000381469727,17.420000076293945,17.420000076293945,134686400
2023-07-24,17.290000915527344,17.31999969482422,16.190000534057617,16.790000915527344,16.790000915527344,133328900
2023-07-31,16.850000381469727,16.8700008392334,15.699999809265137,15.84000015258789,15.84000015258789,146840500
2023-08-07,15.729999542236328,16.239999771118164,15.5600004196167,15.649999618530273,15.649999618530273,101491900
2023-08-14,15.569999694824219,15.880000114440918,14.800000190734863,15.039999961853027,15.039999961853027,106715500
2023-08-21,15.0600004196167,15.329999923706055,14.420000076293945,14.579999923706055,14.579999923706055,106261800
2023-08-28,14.65999984741211,14.989999771118164,14.569999694824219,14.680000305175781,14.680000305175781,90330700
2023-09-04,14.529999732971191,14.75,13.90999984741211,13.979999542236328,13.979999542236328,93000200
2023-09-11,14.020000457763672,14.289999961853027,13.149999618530273,13.3100004196167,13.3100004196167,156966900
2023-09-18,13.239999771118164,13.470000267028809,12.859999656677246,12.899999618530273,12.899999618530273,124344300
2023-09-25,12.8100004196167,13.09000015258789,12.5,12.8100004196167,12.8100004196167,149260200
2023-10-02,12.84000015258789,13.100000381469727,12.25,12.760000228881836,12.760000228881836,196868200
2023-10-09,12.369999885559082,12.680000305175781,11.680000305175781,11.720000267028809,11.720000267028809,222513500
2023-10-16,11.819999694824219,12.100000381469727,11.039999961853027,11.079999923706055,11.079999923706055,251448500
2023-10-23,11.020000457763672,11.430000305175781,10.880000114440918,10.920000076293945,10.920000076293945,205345100
2023-10-30,11.010000228881836,12.079999923706055,10.859999656677246,11.979999542236328,11.979999542236328,193405100
2023-11-06,12.0600004196167,12.270000457763672,11.510000228881836,11.800000190734863,11.800000190734863,170677600
2023-11-13,11.699999809265137,12.720000267028809,11.619999885559082,12.289999961853027,12.289999961853027,153441100
2023-11-20,12.229999542236328,12.770000457763672,12.050000190734863,12.3100004196167,12.3100004196167,104117900
2023-11-27,12.25,13.0600004196167,11.949999809265137,13.020000457763672,13.020000457763672,176592500
2023-12-04,13.029999732971191,13.739999771118164,12.930000305175781,13.647600173950195,13.647600173950195,119517416
